"sea_otter_level","place_name","crb_mass_avg","srb_mass_se","fsh_mass","prop_botts_cons_avg","prop_botts_cons_se","ott_dens_avg","ott_dens_se","prop_crbshl_avg","prop_crbshl_se"
"high","Gaktu Cove",58.6090069091292,6.6848461721066,2239.23719319849,0.745897435897436,0.058601403391976,2.86728756753083,0.815308782237528,0.0336920688083846,0.0135412654018299
"high","Kaguk Cove",174.789450369219,37.8530979474926,9874.96204141604,0.745897435897436,0.058601403391976,2.86728756753083,0.815308782237528,0.0336920688083846,0.0135412654018299
"high","Nossuk Bay",275.797765526004,58.8874892501242,21295.6591485992,0.745897435897436,0.058601403391976,2.86728756753083,0.815308782237528,0.0336920688083846,0.0135412654018299
"low","Natzuhini",1503.33729652989,156.2797746916,9460.18261303695,0.865333333333333,0.0503173877121303,0.340363913016562,0.334695388291217,0.0679693060236799,0.0102411271607466
"low","North Pass",1177.17423024889,239.702653494649,3739.4796327602,0.865333333333333,0.0503173877121303,0.340363913016562,0.334695388291217,0.0679693060236799,0.0102411271607466
"low","Sukkwan",1122.40540495224,98.8792986974977,3944.05450122349,0.865333333333333,0.0503173877121303,0.340363913016562,0.334695388291217,0.0679693060236799,0.0102411271607466
